index,type,topic,python,style,fastapi_min_version,source_file,instruction
167,tutorial,header,py310+,annotated,312,docs_src/header/params_tutorial003_an_py310.py.py,Write a FastAPI route that reads and validates HTTP headers using the `Annotated` type hint style and Python 3.10+ syntax. [ex003 · annotated · py310]
168,core_function,datastructures,py39+,source,312,fastapi/datastructures.py.py,Define the FastAPI internal data structure `seek`.
169,tutorial,path,py310+,basic,312,docs_src/path/operation_advanced_configuration_tutorial004_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex004 · py310] (variant 1)
170,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `setup`.
171,tutorial,query,py310+,basic,312,docs_src/query/params_str_validations_tutorial006c_py310.py.py,Create a FastAPI endpoint with optional and required query params using standard parameter defaults and Python 3.10+ syntax. [ex006 · py310]
172,tutorial,security,py310+,basic,312,docs_src/security/tutorial001_py310.py.py,Implement standard parameter defaults and Python 3.10+ syntax security in a FastAPI application. [ex001 · py310]
173,tutorial,path,py310+,basic,312,docs_src/path/params_numeric_validations_tutorial001_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
174,core_function,datastructures,py39+,source,312,fastapi/datastructures.py.py,Define the FastAPI internal data structure `__eq__`.
175,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `__init__`. [path] (variant 1)
176,tutorial,cookie,py310+,annotated,312,docs_src/cookie/param_models_tutorial002_an_py310.py.py,Implement cookie-based state in a FastAPI route with the `Annotated` type hint style and Python 3.10+ syntax. [ex002 · annotated · py310]
177,core_function,openapi_utils,py39+,source,312,fastapi/openapi_utils.py.py,Implement the FastAPI internal function `get_openapi` from `fastapi/openapi_utils.py.py`.
178,core_function,security_http,py39+,source,312,fastapi/security_http.py.py,Implement the FastAPI security utility `__call__`. [authorization] (variant 1)
179,tutorial,header,py310+,annotated,312,docs_src/header/param_models_tutorial002_an_py310.py.py,Write a FastAPI route that reads and validates HTTP headers using the `Annotated` type hint style and Python 3.10+ syntax. [ex002 · annotated · py310]
180,tutorial,request,py310+,annotated,312,docs_src/request/files_tutorial003_an_py310.py.py,Implement form data or file upload handling in FastAPI using the `Annotated` type hint style and Python 3.10+ syntax. [ex003 · annotated · py310]
181,tutorial,openapi,py310+,basic,312,docs_src/openapi/callbacks_tutorial001_py310.py.py,Customise or extend the OpenAPI documentation in FastAPI using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
182,tutorial,response,py310+,basic,312,docs_src/response/status_code_tutorial001_py310.py.py,Implement response model validation and serialisation in FastAPI with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
183,tutorial,json,py310+,basic,312,docs_src/json/base64_bytes_tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates json using standard parameter defaults and Python 3.10+ syntax.
184,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `_shutdown`.
185,tutorial,custom,py310+,basic,312,docs_src/custom/response_tutorial007_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex007 · py310]
186,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `_is_json_field`.
187,tutorial,dependencies,py310+,basic,312,docs_src/dependencies/tutorial008b_py310.py.py,Show how to share dependencies across FastAPI routes using standard parameter defaults and Python 3.10+ syntax. [ex008 · py310] (variant 1)
188,core_function,_compat_shared,py39+,source,312,fastapi/_compat_shared.py.py,Implement the FastAPI internal function `field_annotation_is_scalar_sequence` from `fastapi/_compat_shared.py.py`.
189,tutorial,custom,py310+,basic,312,docs_src/custom/response_tutorial006_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex006 · py310] (variant 2)
190,tutorial,response,py310+,basic,312,docs_src/response/model_tutorial003_03_py310.py.py,Write a FastAPI endpoint that returns a typed response model using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310] (variant 1)
191,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `__aenter__`.
192,tutorial,python,py310+,basic,312,docs_src/python/types_tutorial001_py310.py.py,Write a FastAPI route using Python py310+ type hint features with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
193,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial008e_an_py310.py.py,Show how to share dependencies across FastAPI routes using the `Annotated` type hint style and Python 3.10+ syntax. [ex008 · annotated · py310]
194,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `alias` from `fastapi/_compat_v2.py.py`.
195,tutorial,body,py310+,basic,312,docs_src/body/nested_models_tutorial009_py310.py.py,Implement a Pydantic request body model and FastAPI POST route with standard parameter defaults and Python 3.10+ syntax. [ex009 · py310]
196,tutorial,body,py310+,basic,312,docs_src/body/nested_models_tutorial008_py310.py.py,Write a FastAPI endpoint that accepts a JSON request body using standard parameter defaults and Python 3.10+ syntax. [ex008 · py310]
197,tutorial,query,py310+,annotated,312,docs_src/query/params_str_validations_tutorial013_an_py310.py.py,Write a FastAPI route that accepts query parameters using the `Annotated` type hint style and Python 3.10+ syntax. [ex013 · annotated · py310]
198,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `post`.
199,tutorial,path,py310+,basic,312,docs_src/path/params_tutorial003_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
200,core_function,openapi_docs,py39+,source,312,fastapi/openapi_docs.py.py,Implement the FastAPI internal function `_html_safe_json` from `fastapi/openapi_docs.py.py`.
201,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `get_schema_from_model_field` from `fastapi/_compat_v2.py.py`.
202,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `get_websocket_app`.
203,tutorial,middleware,py310+,basic,312,docs_src/middleware/tutorial001_py310.py.py,Write a FastAPI application with custom middleware using standard parameter defaults and Python 3.10+ syntax.
204,tutorial,settings,py310+,basic,312,docs_src/settings/tutorial001_py310.py.py,Implement environment-based configuration in FastAPI using Pydantic Settings with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
205,tutorial,schema,py310+,basic,312,docs_src/schema/extra_example_tutorial004_py310.py.py,Customise the OpenAPI schema or JSON Schema in FastAPI using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
206,core_function,openapi_docs,py39+,source,312,fastapi/openapi_docs.py.py,Implement the FastAPI internal function `get_swagger_ui_html` from `fastapi/openapi_docs.py.py`.
207,tutorial,query,py310+,annotated,312,docs_src/query/params_str_validations_tutorial012_an_py310.py.py,Create a FastAPI endpoint with optional and required query params using the `Annotated` type hint style and Python 3.10+ syntax. [ex012 · annotated · py310]
208,core_function,security_open_id_connect_url,py39+,source,312,fastapi/security_open_id_connect_url.py.py,Implement the FastAPI security utility `__init__`. [openIdConnectUrl]
209,tutorial,response,py310+,basic,312,docs_src/response/model_tutorial003_05_py310.py.py,Implement response model validation and serialisation in FastAPI with standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
210,core_function,params,py39+,source,312,fastapi/params.py.py,Implement the FastAPI internal function `__init__` from `fastapi/params.py.py`. [default]
211,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `_security_scheme`.
212,tutorial,dependencies,py310+,basic,312,docs_src/dependencies/tutorial008d_py310.py.py,Implement a FastAPI endpoint using `Depends()` with standard parameter defaults and Python 3.10+ syntax. [ex008 · py310] (variant 1)
213,tutorial,response,py310+,basic,312,docs_src/response/status_code_tutorial002_py310.py.py,Write a FastAPI endpoint that returns a typed response model using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310] (variant 1)
214,tutorial,query,py310+,basic,312,docs_src/query/params_str_validations_tutorial013_py310.py.py,Write a FastAPI route that accepts query parameters using standard parameter defaults and Python 3.10+ syntax. [ex013 · py310]
215,core_function,encoders,py39+,source,307,fastapi/encoders.py.py,Implement the FastAPI JSON encoder utility `isoformat`.
216,tutorial,security,py310+,annotated,312,docs_src/security/tutorial002_an_py310.py.py,Write a FastAPI endpoint that implements the `Annotated` type hint style and Python 3.10+ syntax security authentication. [ex002 · annotated · py310]
217,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `api_route`.
218,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `add_non_field_param_to_dependency`.
219,tutorial,custom,py310+,basic,312,docs_src/custom/docs_ui_tutorial002_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310] (variant 1)
220,tutorial,path,py310+,basic,312,docs_src/path/operation_configuration_tutorial005_py310.py.py,Implement path parameter type validation in a FastAPI endpoint using standard parameter defaults and Python 3.10+ syntax. [ex005 · py310]
221,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `__hash__` from `fastapi/_compat_v2.py.py`.
222,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `is_union_of_base_models`.
223,tutorial,background,py310+,basic,312,docs_src/background/tasks_tutorial001_py310.py.py,Implement fire-and-forget background processing in FastAPI with standard parameter defaults and Python 3.10+ syntax.
224,tutorial,query,py310+,annotated,312,docs_src/query/param_models_tutorial002_an_py310.py.py,Implement query parameter validation in a FastAPI endpoint with the `Annotated` type hint style and Python 3.10+ syntax. [ex002 · annotated · py310] (variant 1)
225,tutorial,custom,py310+,basic,312,docs_src/custom/response_tutorial010_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex010 · py310]
226,core_function,encoders,py39+,source,312,fastapi/encoders.py.py,Implement the FastAPI JSON encoder utility `generate_encoders_by_class_tuples`.
227,tutorial,cookie,py310+,basic,312,docs_src/cookie/param_models_tutorial002_py310.py.py,Implement cookie-based state in a FastAPI route with standard parameter defaults and Python 3.10+ syntax.
228,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `patch`.
229,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `put`.
230,tutorial,request,py310+,basic,312,docs_src/request/files_tutorial001_02_py310.py.py,Write a FastAPI route that reads the raw HTTP request using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 2)
231,core_function,params,py39+,source,312,fastapi/params.py.py,Implement the FastAPI internal function `__repr__` from `fastapi/params.py.py`.
232,tutorial,query,py310+,basic,312,docs_src/query/params_str_validations_tutorial007_py310.py.py,Write a FastAPI route that accepts query parameters using standard parameter defaults and Python 3.10+ syntax. [ex007 · py310]
233,tutorial,additional,py310+,annotated,312,docs_src/additional/status_codes_tutorial001_an_py310.py.py,Write a FastAPI implementation that demonstrates additional using the `Annotated` type hint style and Python 3.10+ syntax.
234,tutorial,query,py310+,basic,312,docs_src/query/params_str_validations_tutorial014_py310.py.py,Implement query parameter validation in a FastAPI endpoint with standard parameter defaults and Python 3.10+ syntax. [ex014 · py310]
235,core_function,exceptions,py39+,source,312,fastapi/exceptions.py.py,Implement the FastAPI internal function `_format_endpoint_context` from `fastapi/exceptions.py.py`.
236,core_function,utils,py39+,source,312,fastapi/utils.py.py,Implement the FastAPI internal function `deep_dict_update` from `fastapi/utils.py.py`.
237,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `websocket`.
238,core_function,security_api_key,py39+,source,312,fastapi/security_api_key.py.py,Implement the FastAPI security utility `__call__`. [api_key]
239,tutorial,path,py310+,basic,307,docs_src/path/params_tutorial004_py310.py.py,Implement path parameter type validation in a FastAPI endpoint using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
240,core_function,security_api_key,py39+,source,312,fastapi/security_api_key.py.py,Implement the FastAPI security utility `__init__`. [name] (variant 1)
241,tutorial,extra,py310+,annotated,312,docs_src/extra/data_types_tutorial001_an_py310.py.py,Add extra OpenAPI data models or schema customisation to FastAPI using the `Annotated` type hint style and Python 3.10+ syntax.
242,core_function,sse,py39+,source,312,fastapi/sse.py.py,Implement the FastAPI internal function `_check_id_no_null` from `fastapi/sse.py.py`.
243,tutorial,bigger,py310+,annotated,312,docs_src/bigger/applications_app_an_py310_routers_items.py.py,Organise a FastAPI project into multiple files and routers using the `Annotated` type hint style and Python 3.10+ syntax. [annotated · py310] (variant 1)
244,tutorial,generate,py310+,basic,312,docs_src/generate/clients_tutorial003_py310.py.py,Write a FastAPI app designed for client SDK generation using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
245,tutorial,response,py310+,basic,312,docs_src/response/model_tutorial002_py310.py.py,Write a FastAPI endpoint that returns a typed response model using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310] (variant 3)
246,tutorial,dependencies,py310+,basic,312,docs_src/dependencies/tutorial011_py310.py.py,Implement a FastAPI endpoint using `Depends()` with standard parameter defaults and Python 3.10+ syntax. [ex011 · py310]
247,tutorial,query,py310+,basic,312,docs_src/query/params_str_validations_tutorial008_py310.py.py,Implement query parameter validation in a FastAPI endpoint with standard parameter defaults and Python 3.10+ syntax. [ex008 · py310]
248,tutorial,query,py310+,annotated,312,docs_src/query/params_str_validations_tutorial002_an_py310.py.py,Implement query parameter validation in a FastAPI endpoint with the `Annotated` type hint style and Python 3.10+ syntax. [ex002 · annotated · py310]
249,tutorial,security,py310+,basic,312,docs_src/security/tutorial006_py310.py.py,Create a FastAPI route protected by HTTP security using standard parameter defaults and Python 3.10+ syntax. [ex006 · py310]
250,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `request_body_to_args`.
251,tutorial,async,py310+,basic,312,docs_src/async/tests_app_a_py310_main.py.py,Implement a FastAPI example for async using standard parameter defaults and Python 3.10+ syntax.
252,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `trace`.
253,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `copy_field_info` from `fastapi/_compat_v2.py.py`.
254,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `_validate_value_with_model_field`.
255,core_function,_compat_shared,py39+,source,312,fastapi/_compat_shared.py.py,Implement the FastAPI internal function `is_pydantic_v1_model_class` from `fastapi/_compat_shared.py.py`.
256,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `normalize_name` from `fastapi/_compat_v2.py.py`.
257,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `get_definitions` from `fastapi/_compat_v2.py.py`.
258,core_function,utils,py39+,source,312,fastapi/utils.py.py,Implement the FastAPI internal function `get_value_or_default` from `fastapi/utils.py.py`.
259,tutorial,security,py310+,basic,312,docs_src/security/tutorial002_py310.py.py,Create a FastAPI route protected by HTTP security using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
260,tutorial,metadata,py310+,basic,312,docs_src/metadata/tutorial001_1_py310.py.py,"Add API metadata (title, description, tags) to a FastAPI app using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]"
261,tutorial,first,py310+,basic,312,docs_src/first/steps_tutorial001_py310.py.py,Implement a FastAPI example for first using standard parameter defaults and Python 3.10+ syntax.
262,tutorial,query,py310+,basic,312,docs_src/query/params_str_validations_tutorial001_py310.py.py,Write a FastAPI route that accepts query parameters using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
263,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `_has_computed_fields` from `fastapi/_compat_v2.py.py`.
264,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `build_middleware_stack`.
265,tutorial,query,py310+,annotated,312,docs_src/query/params_str_validations_tutorial009_an_py310.py.py,Write a FastAPI route that accepts query parameters using the `Annotated` type hint style and Python 3.10+ syntax. [ex009 · annotated · py310]
266,core_function,datastructures,py39+,source,312,fastapi/datastructures.py.py,Define the FastAPI internal data structure `__get_pydantic_core_schema__`.
267,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `_solve_generator`.
268,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `validation_alias` from `fastapi/_compat_v2.py.py`.
269,tutorial,path,py310+,basic,312,docs_src/path/operation_configuration_tutorial001_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 2)
270,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `get_default` from `fastapi/_compat_v2.py.py`.
271,tutorial,bigger,py310+,annotated,312,docs_src/bigger/applications_app_an_py310_dependencies.py.py,Organise a FastAPI project into multiple files and routers using the `Annotated` type hint style and Python 3.10+ syntax. [annotated · py310] (variant 3)
272,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `__call__`.
273,tutorial,response,py310+,basic,312,docs_src/response/headers_tutorial001_py310.py.py,Write a FastAPI endpoint that returns a typed response model using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
274,tutorial,app,py310+,basic,312,docs_src/app/testing_app_a_py310_main.py.py,Create a larger FastAPI application structure with multiple routers using standard parameter defaults and Python 3.10+ syntax. [py310] (variant 1)
275,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `__init__`. [prefix]
276,core_function,param_functions,py39+,source,312,fastapi/param_functions.py.py,Implement the FastAPI `Form` parameter declaration function.
277,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial008d_an_py310.py.py,Show how to share dependencies across FastAPI routes using the `Annotated` type hint style and Python 3.10+ syntax. [ex008 · annotated · py310] (variant 1)
278,core_function,datastructures,py39+,source,312,fastapi/datastructures.py.py,Define the FastAPI internal data structure `__get_pydantic_json_schema__`.
279,tutorial,extending,py310+,basic,312,docs_src/extending/openapi_tutorial001_py310.py.py,Implement a FastAPI example for extending using standard parameter defaults and Python 3.10+ syntax.
280,tutorial,request,py310+,annotated,312,docs_src/request/files_tutorial001_an_py310.py.py,Write a FastAPI route that reads the raw HTTP request using the `Annotated` type hint style and Python 3.10+ syntax. [ex001 · annotated · py310] (variant 1)
281,tutorial,bigger,py310+,annotated,312,docs_src/bigger/applications_app_an_py310_internal_admin.py.py,Organise a FastAPI project into multiple files and routers using the `Annotated` type hint style and Python 3.10+ syntax. [annotated · py310]
282,tutorial,body,py310+,basic,312,docs_src/body/multiple_params_tutorial002_py310.py.py,Write a FastAPI endpoint that accepts a JSON request body using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310] (variant 1)
283,tutorial,using,py310+,basic,312,docs_src/using/request_directly_tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates using using standard parameter defaults and Python 3.10+ syntax.
284,core_function,datastructures,py39+,source,312,fastapi/datastructures.py.py,Define the FastAPI internal data structure `close`.
285,core_function,exception_handlers,py39+,source,312,fastapi/exception_handlers.py.py,Implement the FastAPI exception handler `request_validation_exception_handler`.
286,tutorial,extra,py310+,basic,312,docs_src/extra/data_types_tutorial001_py310.py.py,Add extra OpenAPI data models or schema customisation to FastAPI using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
287,tutorial,custom,py310+,basic,312,docs_src/custom/response_tutorial001_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310] (variant 1)
288,tutorial,dependencies,py310+,basic,312,docs_src/dependencies/tutorial005_py310.py.py,Show how to share dependencies across FastAPI routes using standard parameter defaults and Python 3.10+ syntax. [ex005 · py310]
289,tutorial,request,py310+,basic,312,docs_src/request/files_tutorial002_py310.py.py,Write a FastAPI route that reads the raw HTTP request using standard parameter defaults and Python 3.10+ syntax. [ex002 · py310]
290,tutorial,path,py310+,basic,312,docs_src/path/params_tutorial002_py310.py.py,Write a FastAPI route that uses path parameters with standard parameter defaults and Python 3.10+ syntax. [ex002 · py310] (variant 1)
291,tutorial,settings,py310+,annotated,312,docs_src/settings/app02_an_py310_main.py.py,Implement environment-based configuration in FastAPI using Pydantic Settings with the `Annotated` type hint style and Python 3.10+ syntax. [annotated · py310]
292,tutorial,path,py310+,annotated,312,docs_src/path/params_numeric_validations_tutorial005_an_py310.py.py,Write a FastAPI route that uses path parameters with the `Annotated` type hint style and Python 3.10+ syntax. [ex005 · annotated · py310]
293,tutorial,server,py310+,basic,312,docs_src/server/sent_events_tutorial004_py310.py.py,Write a FastAPI implementation that demonstrates server using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
294,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `get_cached_model_fields` from `fastapi/_compat_v2.py.py`.
295,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `is_coroutine_callable`.
296,core_function,concurrency,py39+,source,312,fastapi/concurrency.py.py,Implement the FastAPI internal function `contextmanager_in_threadpool` from `fastapi/concurrency.py.py`.
297,tutorial,authentication,py310+,annotated,312,docs_src/authentication/error_status_code_tutorial001_an_py310.py.py,Write a FastAPI implementation that demonstrates authentication using the `Annotated` type hint style and Python 3.10+ syntax.
298,core_function,_compat_shared,py39+,source,312,fastapi/_compat_shared.py.py,Implement the FastAPI internal function `is_uploadfile_or_nonable_uploadfile_annotation` from `fastapi/_compat_shared.py.py`.
299,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `include_router`.
300,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `head`.
301,core_function,_compat_v2,py39+,source,312,fastapi/_compat_v2.py.py,Implement the FastAPI internal function `get_flat_models_from_model` from `fastapi/_compat_v2.py.py`.
302,tutorial,path,py310+,basic,312,docs_src/path/operation_advanced_configuration_tutorial007_py310.py.py,Implement path parameter type validation in a FastAPI endpoint using standard parameter defaults and Python 3.10+ syntax. [ex007 · py310]
303,tutorial,stream,py310+,basic,312,docs_src/stream/json_lines_tutorial001_py310.py.py,Implement server-sent events or streaming responses in FastAPI with standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
304,tutorial,request,py310+,basic,312,docs_src/request/files_tutorial001_py310.py.py,Write a FastAPI route that reads the raw HTTP request using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
305,core_function,param_functions,py39+,source,312,fastapi/param_functions.py.py,Implement the FastAPI `Body` parameter declaration function.
306,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `delete`.
307,tutorial,dependencies,py310+,annotated,312,docs_src/dependencies/tutorial001_02_an_py310.py.py,Write a FastAPI application that uses dependency injection with the `Annotated` type hint style and Python 3.10+ syntax. [ex001 · annotated · py310]
308,tutorial,response,py310+,basic,312,docs_src/response/model_tutorial004_py310.py.py,Implement response model validation and serialisation in FastAPI with standard parameter defaults and Python 3.10+ syntax. [ex004 · py310]
309,tutorial,body,py310+,annotated,312,docs_src/body/multiple_params_tutorial001_an_py310.py.py,Implement a Pydantic request body model and FastAPI POST route with the `Annotated` type hint style and Python 3.10+ syntax. [ex001 · annotated · py310]
310,tutorial,custom,py310+,basic,312,docs_src/custom/response_tutorial009b_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex009 · py310] (variant 1)
311,tutorial,custom,py310+,basic,312,docs_src/custom/response_tutorial008_py310.py.py,Create a FastAPI application with custom response classes or serialisation using standard parameter defaults and Python 3.10+ syntax. [ex008 · py310]
312,core_function,dependencies_models,py39+,source,312,fastapi/dependencies_models.py.py,Implement the FastAPI dependency injection utility `_is_security_scheme`.
313,tutorial,additional,py310+,basic,312,docs_src/additional/status_codes_tutorial001_py310.py.py,Write a FastAPI implementation that demonstrates additional using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
314,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `__init__`.
315,core_function,param_functions,py39+,source,312,fastapi/param_functions.py.py,Implement the FastAPI `Header` parameter declaration function.
316,tutorial,request,py310+,annotated,312,docs_src/request/forms_tutorial001_an_py310.py.py,Write a FastAPI route that reads the raw HTTP request using the `Annotated` type hint style and Python 3.10+ syntax. [ex001 · annotated · py310] (variant 3)
317,tutorial,sql,py310+,basic,312,docs_src/sql/databases_tutorial001_py310.py.py,Write a FastAPI application with SQLAlchemy database integration using standard parameter defaults and Python 3.10+ syntax.
318,tutorial,settings,py310+,annotated,312,docs_src/settings/app03_an_py310_main.py.py,Implement environment-based configuration in FastAPI using Pydantic Settings with the `Annotated` type hint style and Python 3.10+ syntax. [annotated · py310] (variant 1)
319,core_function,routing,py39+,source,312,fastapi/routing.py.py,Implement the FastAPI routing utility `__aexit__`. (variant 1)
320,core_function,security_oauth2,py39+,source,312,fastapi/security_oauth2.py.py,Implement the FastAPI security utility `__init__`. [tokenUrl]
321,tutorial,extra,py310+,basic,312,docs_src/extra/models_tutorial003_py310.py.py,Add extra OpenAPI data models or schema customisation to FastAPI using standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
322,tutorial,server,py310+,basic,312,docs_src/server/sent_events_tutorial001_py310.py.py,Implement a FastAPI example for server using standard parameter defaults and Python 3.10+ syntax. [ex001 · py310]
323,core_function,openapi_docs,py39+,source,312,fastapi/openapi_docs.py.py,Implement the FastAPI internal function `get_swagger_ui_oauth2_redirect_html` from `fastapi/openapi_docs.py.py`.
324,core_function,dependencies_utils,py39+,source,312,fastapi/dependencies_utils.py.py,Implement the FastAPI dependency injection utility `get_flat_dependant`.
325,tutorial,body,py310+,basic,312,docs_src/body/multiple_params_tutorial004_py310.py.py,Write a FastAPI endpoint that accepts a JSON request body using standard parameter defaults and Python 3.10+ syntax. [ex004 · py310] (variant 1)
326,core_function,_compat_shared,py39+,source,312,fastapi/_compat_shared.py.py,Implement the FastAPI internal function `lenient_issubclass` from `fastapi/_compat_shared.py.py`.
327,tutorial,settings,py310+,basic,312,docs_src/settings/app02_py310_main.py.py,Implement environment-based configuration in FastAPI using Pydantic Settings with standard parameter defaults and Python 3.10+ syntax. [py310] (variant 1)
328,core_function,security_oauth2,py39+,source,312,fastapi/security_oauth2.py.py,Implement the FastAPI security utility `__init__`. [scopes]
329,core_function,exceptions,py39+,source,312,fastapi/exceptions.py.py,Implement the FastAPI internal function `__init__` from `fastapi/exceptions.py.py`. [code]
330,tutorial,query,py310+,annotated,312,docs_src/query/params_str_validations_tutorial007_an_py310.py.py,Implement query parameter validation in a FastAPI endpoint with the `Annotated` type hint style and Python 3.10+ syntax. [ex007 · annotated · py310]
331,core_function,applications,py39+,source,312,fastapi/applications.py.py,Implement the FastAPI application method `openapi`.
332,core_function,security_http,py39+,source,312,fastapi/security_http.py.py,Implement the FastAPI security utility `make_authenticate_headers`. (variant 1)
333,tutorial,configure,py310+,basic,312,docs_src/configure/swagger_ui_tutorial001_py310.py.py,Implement a FastAPI example for configure using standard parameter defaults and Python 3.10+ syntax.
334,tutorial,dependencies,py310+,basic,312,docs_src/dependencies/tutorial008e_py310.py.py,Implement a FastAPI endpoint using `Depends()` with standard parameter defaults and Python 3.10+ syntax. [ex008 · py310]
335,tutorial,dataclasses,py310+,basic,312,docs_src/dataclasses/_tutorial003_py310.py.py,Write a FastAPI endpoint that uses Python dataclasses as request/response models with standard parameter defaults and Python 3.10+ syntax. [ex003 · py310]
