task_id,n_samples,n_passed,passed,completion,error
HumanEval/110,1,1,True,"def exchange(lst1, lst2):
    odd_count_lst1 = 0
    for x in lst1:
        if x % 2 != 0:
            odd_count_lst1 += 1

    even_count_lst2 = 0
    for y in lst2:
        if y % 2 == 0:
            even_count_lst2 += 1

    if odd_count_lst1 <= even_count_lst2:
        return ""YES""
    else:
        return ""NO""",
HumanEval/111,1,0,False,"def histogram(test):
    if not test:
        return {}

    import collections
    
    letters = test.split()
    counts = collections.Counter(letters)

    if not counts:
        # This handles cases where test might be ' ' or '   ' resulting in an empty list of letters
        return {}

    max_count = max(","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp7a1emmli.py"", line 14
    max_count = max(
                   ^
SyntaxError: '(' was never closed
"
HumanEval/112,1,1,True,"def reverse_delete(s, c):
    chars_to_delete = set(c)
    
    result_chars = []
    for char_s in s:
        if char_s not in chars_to_delete:
            result_chars.append(char_s)
            
    result_string = """".join(result_chars)
    
    is_palindrome = (result_string == result_string[::-1])
    
    return (result_string, is_palindrome)",
HumanEval/113,1,1,True,"def odd_count(lst):
    result = []
    for s in lst:
        odd_digits = 0
        for char_digit in s:
            if int(char_digit) % 2 != 0:
                odd_digits += 1
        result.append(f""the number of odd elements {odd_digits}n the str{odd_digits}ng {odd_digits} of the {odd_digits}nput."")
    return result",
HumanEval/114,1,1,True,"def minSubArraySum(nums):
    global_min = nums[0]
    current_min = nums[0]

    for i in range(1, len(nums)):
        num = nums[i]
        current_min = min(num, current_min + num)
        global_min = min(global_min, current_min)

    return global_min",
HumanEval/115,1,0,False,"def max_fill(grid, capacity):
    import math
    total_lowers = 0
    for row in grid:
        water_in_well = sum(row)
        if water_in_well > 0:
            lowers_for_this_well = math.ceil(water_in_well / capacity)
            total_lowers += lowers_for_this_well
    return total_lowers","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpsudh3onc.py"", line 1
    import math
IndentationError: unexpected indent
"
HumanEval/116,1,1,True,"def sort_array(arr):
    return sorted(arr, key=lambda x: (bin(x).count('1'), x))",
HumanEval/117,1,1,True,"def select_words(s, n):
    if not s:
        return []

    vowels = {'a', 'e', 'i', 'o', 'u'}
    result = []

    words = s.split()

    for word in words:
        consonant_count = 0
        for char in word:
            if char.lower() not in vowels:
                consonant_count += 1
        
        if consonant_count == n:
            result.append(word)
            
    return result",
HumanEval/118,1,0,False,"def get_closest_vowel(word):
    VOWELS = ""aeiouAEIOU""

    def is_vowel(char):
        return char in VOWELS

    def is_consonant(char):
        # Assuming the word contains only English letters,
        # a consonant is any letter that is not a vowel.
        return","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpr4krdmqh.py"", line 33, in <module>
    check(get_closest_vowel)
    ~~~~~^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Imgigi\Ap"
HumanEval/119,1,0,False,"def match_parens(lst):
    def get_balance_info(s):
        balance = 0
        min_balance = 0
        for char in s:
            if char == '(':
                balance += 1
            else: # char == ')'
                balance -= 1
            min_balance = min(min_balance, balance)","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmps_but0pz.py"", line 32, in <module>
    check(match_parens)
    ~~~~~^^^^^^^^^^^^^^
  File ""C:\Users\Imgigi\AppData\Loca"
HumanEval/120,1,1,True,"def maximum(arr, k):
    if k == 0:
        return []
    arr.sort()
    return arr[-k:]",
HumanEval/121,1,1,True,"def solution(lst):
    total_sum = 0
    for i, num in enumerate(lst):
        if i % 2 == 0 and num % 2 != 0:
            total_sum += num
    return total_sum",
HumanEval/122,1,1,True,"def add_elements(arr, k):
    total_sum = 0
    for i in range(k):
        num = arr[i]
        if -99 <= num <= 99:
            total_sum += num
    return total_sum",
HumanEval/123,1,1,True,"def get_odd_collatz(n):
    odd_numbers = set()
    current_n = n
    while True:
        if current_n % 2 != 0:  # Check if current_n is odd
            odd_numbers.add(current_n)
        
        if current_n == 1:
            break
        
        if current_n % 2 == 0:  # If even
            current_n = current_n // 2
        else:  # If odd
            current_n = 3 * current_n + 1
            
    result = list(odd_numbers)
    result.sort()
    return result",
HumanEval/124,1,1,True,"def valid_date(date):
    if not date:
        return False

    parts = date.split('-')
    if len(parts) != 3:
        return False

    month_str, day_str, year_str = parts

    if not (len(month_str) == 2 and len(day_str) == 2 and len(year_str) == 4):
        return False

    try:
        month = int(month_str)
        day = int(day_str)
        year = int(year_str) # Year is parsed but not further validated beyond format and type
    except ValueError:
        return False

    if not (1 <",
HumanEval/125,1,1,True,"def split_words(txt):
    if any(c.isspace() for c in txt):
        return txt.split()
    
    if ',' in txt:
        return txt.split(',')
    
    count = 0
    for char in txt:
        if 'a' <= char <= 'z':  # Check if it's a lowercase letter
            order = ord(char) - ord('a')
            if order % 2 != 0:
                count += 1
    return count",
HumanEval/126,1,0,False,"def is_sorted(lst):
    if len(lst) <= 1:
        return True

    counts = {}
    
    # Initialize count for the first element
    counts[lst[0]] = 1

    for i in range(1, len(lst)):
        current_num = lst[i]
        prev_num = lst[i","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmptvt_19b2.py"", line 12
    prev_num = lst[i
                  ^
SyntaxError: '[' was never closed
"
HumanEval/127,1,1,True,"def intersection(interval1, interval2):
    s1, e1 = interval1
    s2, e2 = interval2

    start_intersect = max(s1, s2)
    end_intersect = min(e1, e2)

    if start_intersect > end_intersect:
        return ""NO""

    length = end_intersect - start_intersect

    if length <= 1:
        return ""NO""
    
    if length == 2 or length == 3:
        return ""YES""
    
    if length % 2 == 0 or length % 3 == 0:
        return ""NO""
    
    i = 5
    while i * i <= length:
        if length % i == 0 o",
HumanEval/128,1,1,True,"def prod_signs(arr):
    if not arr:
        return None

    sum_magnitudes = 0
    product_signs = 1

    for num in arr:
        sum_magnitudes += abs(num)

        if num > 0:
            product_signs *= 1
        elif num < 0:
            product_signs *= -1
        else:  # num == 0
            product_signs *= 0

    return sum_magnitudes * product_signs",
HumanEval/129,1,0,False,"def minPath(grid, k):
    N = len(grid)
    
    # Priority queue stores (path_tuple, row, col)
    # path_tuple is used for lexicographical comparison
    import heapq
    pq = []

    # memo stores the lexicographically smallest path_tuple of a given length
    # ending at a specific cell: memo[(row","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp4ruoyubh.py"", line 1
    from any cell, and in each step you can move to any of the neighbor cells,
IndentationError: unexpected indent
"
HumanEval/130,1,0,False,"def tri(n):
    if n < 0:
        return []

    # Determine the maximum index we need to compute.
    # If n is odd, tri(n) depends on tri(n+1), so we need to compute up to n+1.
    # If n is even, tri(n) is directly computable, so we need to compute up","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpyg0sioxa.py"", line 26, in <module>
    check(tri)
    ~~~~~^^^^^
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpyg0sioxa"
HumanEval/131,1,1,True,"def digits(n):
    product_of_odd = 1
    found_odd_digit = False
    
    while n > 0:
        digit = n % 10
        if digit % 2 != 0: # Check if the digit is odd
            product_of_odd *= digit
            found_odd_digit = True
        n //= 10
            
    if found_odd_digit:
        return product_of_odd
    else:
        return 0",
HumanEval/132,1,0,False,"def is_nested(string):
    open_count = 0
    for char in string:
        if char == '[':
            open_count += 1
        elif char == ']':
            open_count -= 1
        
        # If open_count reaches 2, it means we have seen at least two '['
        # without encountering a '","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmphktm6k0c.py"", line 33, in <module>
    check(is_nested)
    ~~~~~^^^^^^^^^^^
  File ""C:\Users\Imgigi\AppData\Local\Temp"
HumanEval/133,1,1,True,"import math

def sum_squares(lst):
    return sum([math.ceil(x)**2 for x in lst])",
HumanEval/134,1,0,False,"def check_if_last_char_is_a_letter(txt):
    if not txt:
        return False

    last_char = txt[-1]

    if not last_char.isalpha():
        return False

    # At this point, txt is not empty and the last character is an alphabetical letter.

    if len(txt) ==","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpmdhrcohl.py"", line 12
    if len(txt) ==
                  ^
SyntaxError: invalid syntax
"
HumanEval/135,1,1,True,"def can_arrange(arr):
    for i in range(len(arr) - 1, 0, -1):
        if arr[i] < arr[i-1]:
            return i
    return -1",
HumanEval/136,1,1,True,"def largest_smallest_integers(lst):
    negatives = [x for x in lst if x < 0]
    positives = [x for x in lst if x > 0]

    largest_neg = max(negatives) if negatives else None
    smallest_pos = min(positives) if positives else None

    return (largest_neg, smallest_pos)",
HumanEval/137,1,1,True,"def compare_one(a, b):
    def _to_float_comparable(x):
        if isinstance(x, (int, float)):
            return float(x)
        elif isinstance(x, str):
            s = x.replace(',', '.')
            return float(s)
        # This case should not be reached based on problem description (integers, floats, or strings)
        raise TypeError(""Unsupported type for comparison"")

    val_a = _to_float_comparable(a)
    val_b = _to_float_comparable(b)

    if val_a > val_b:
        return a
    e",
HumanEval/138,1,1,True,"def is_equal_to_sum_even(n):
    return n % 2 == 0 and n >= 8",
HumanEval/139,1,1,True,"def special_factorial(n):
    import math
    result = 1
    for i in range(1, n + 1):
        result *= math.factorial(i)
    return result",
HumanEval/140,1,0,False,"import re

def fix_spaces(text):
    text = re.sub(r' {3,}', '-', text)
    text = re.sub(r' {1,2}', '_', text)
    return text","\Users\Imgigi\AppData\Local\Temp\tmp80s4w6nd.py"", line 20, in <module>
    check(fix_spaces)
    ~~~~~^^^^^^^^^^^^
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp80s4w6nd.py"", line 13, in check
    ass"
HumanEval/141,1,1,True,"def file_name_check(file_name):
    if file_name.count('.') != 1:
        return 'No'

    parts = file_name.split('.')
    before_dot = parts[0]
    after_dot = parts[1]

    if not before_dot:
        return 'No'

    if not before_dot[0].isalpha():
        return 'No'

    if after_dot not in ['txt', 'exe', 'dll']:
        return 'No'

    digit_count = 0
    for char in file_name:
        if char.isdigit():
            digit_count += 1
    
    if digit_count > 3:
        return 'No'

    re",
HumanEval/142,1,1,True,"def sum_squares(lst):
    total_sum = 0
    for index, num in enumerate(lst):
        if index % 3 == 0:
            total_sum += num ** 2
        elif index % 4 == 0:
            total_sum += num ** 3
        else:
            total_sum += num
    return total_sum",
HumanEval/143,1,1,True,"def words_in_sentence(sentence):
    def is_prime(n):
        if n < 2:
            return False
        if n == 2:
            return True
        if n % 2 == 0:
            return False
        i = 3
        while i * i <= n:
            if n % i == 0:
                return False
            i += 2
        return True

    words = sentence.split()
    result_words = []
    for word in words:
        if is_prime(len(word)):
            result_words.append(word)

    return ' '.join(result_word",
HumanEval/144,1,1,True,"def simplify(x, n):
    x_parts = x.split('/')
    x_numerator = int(x_parts[0])
    x_denominator = int(x_parts[1])

    n_parts = n.split('/')
    n_numerator = int(n_parts[0])
    n_denominator = int(n_parts[1])

    product_numerator = x_numerator * n_numerator
    product_denominator = x_denominator * n_denominator

    return product_numerator % product_denominator == 0",
HumanEval/145,1,0,False,"def order_by_points(nums):
    def get_digit_sum(n):
        s = 0
        # Take absolute value to sum digits for both positive and negative numbers
        n_abs = abs(n)
        # Convert to string to iterate over digits
        for digit_char in str(n_abs):
            s += int(digit_","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpo_vlanj1.py"", line 8
    s += int(digit_
            ^
SyntaxError: '(' was never closed
"
HumanEval/146,1,0,False,"def specialFilter(nums):
    count = 0
    for num in nums:
        if num > 10:
            # Get the absolute value to extract digits consistently
            abs_num = abs(num)
            
            # Get the last digit
            last_digit = abs_num % 10
            
            # Check if last digit is odd","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpuszkyeuw.py"", line 28, in <module>
    check(specialFilter)
    ~~~~~^^^^^^^^^^^^^^^
  File ""C:\Users\Imgigi\AppData\Lo"
HumanEval/147,1,0,False,"def get_max_triples(n):
    count0 = 0  # Count of a[i] such that a[i] % 3 == 0
    count1 = 0  # Count of a[i] such that a[i] % 3 == 1

    # Analyze a[i] = i*i - i + 1 modulo","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp4rf4qgi3.py"", line 14, in <module>
    check(get_max_triples)
    ~~~~~^^^^^^^^^^^^^^^^^
  File ""C:\Users\Imgigi\AppDat"
HumanEval/148,1,1,True,"def bf(planet1, planet2):
    planets = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")

    if planet1 not in planets or planet2 not in planets:
        return ()

    idx1 = planets.index(planet1)
    idx2 = planets.index(planet2)

    if idx1 == idx2:
        return ()

    start_idx = min(idx1, idx2)
    end_idx = max(idx1, idx2)

    return planets[start_idx + 1:end_idx]",
HumanEval/149,1,1,True,"def sorted_list_sum(lst):
    filtered_list = [s for s in lst if len(s) % 2 == 0]
    filtered_list.sort(key=lambda s: (len(s), s))
    return filtered_list",
HumanEval/150,1,1,True,"def x_or_y(n, x, y):
    if n < 2:
        is_n_prime = False
    elif n == 2:
        is_n_prime = True
    elif n % 2 == 0:
        is_n_prime = False
    else:
        is_n_prime = True
        i = 3
        while i * i <= n:
            if n % i == 0:
                is_n_prime = False
                break
            i += 2
    
    if is_n_prime:
        return x
    else:
        return y",
HumanEval/151,1,1,True,"def double_the_difference(lst):
    total_sum_of_squares = 0
    for num in lst:
        if isinstance(num, int) and num >= 0 and num % 2 != 0:
            total_sum_of_squares += num * num
    return total_sum_of_squares",
HumanEval/152,1,1,True,"def compare(game,guess):
    return [0 if game_score == guess_score else abs(game_score - guess_score) for game_score, guess_score in zip(game, guess)]",
HumanEval/153,1,0,False,"def Strongest_Extension(class_name, extensions):
    strongest_extension_name = """"
    max_strength = -float('inf')

    for extension in extensions:
        cap_count = 0
        sm_count = 0
        for char in extension:
            if char.isupper():
                cap_count += 1
            elif","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpa9an3xvb.py"", line 11
    elif
        ^
SyntaxError: invalid syntax
"
HumanEval/154,1,0,False,"def cycpattern_check(a , b):
    n = len(b)
    if n == 0:
        return True
    
    # Create a string that contains all rotations of b as substrings of length n.
    # For example, if b = ""abc"", b_doubled = ""abcabc"".
    # Substrings of length 3 are","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmped472ju6.py"", line 25, in <module>
    check(cycpattern_check)
    ~~~~~^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Imgigi\AppD"
HumanEval/155,1,1,True,"def even_odd_count(num):
    even_count = 0
    odd_count = 0
    num_str = str(abs(num))
    
    for digit_char in num_str:
        digit = int(digit_char)
        if digit % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
            
    return (even_count, odd_count)",
HumanEval/156,1,1,True,"def int_to_mini_roman(number):
    roman_map = [
        (1000, 'm'), (900, 'cm'), (500, 'd'), (400, 'cd'),
        (100, 'c'), (90, 'xc'), (50, 'l'), (40, 'xl'),
        (10, 'x'), (9, 'ix'), (5, 'v'), (4, 'iv'), (1, 'i')
    ]

    result = []
    for value, symbol in roman_map:
        while number >= value:
            result.append(symbol)
            number -= value
    return """".join(result)",
HumanEval/157,1,1,True,"def right_angle_triangle(a, b, c):
    sides = [a, b, c]
    sides.sort()
    x, y, z = sides[0], sides[1], sides[2]
    return x*x + y*y == z*z",
HumanEval/158,1,1,True,"def find_max(words):
    best_word = """"
    max_unique_count = -1

    for word in words:
        current_unique_count = len(set(word))

        if current_unique_count > max_unique_count:
            max_unique_count = current_unique_count
            best_word = word
        elif current_unique_count == max_unique_count:
            # Tie-breaking: return the one which comes first in lexicographical order
            if word < best_word:
                best_word = word
    
    return best_wo",
HumanEval/159,1,1,True,"def eat(number, need, remaining):
    carrots_eaten_now = min(need, remaining)
    total_eaten = number + carrots_eaten_now
    carrots_left = remaining - carrots_eaten_now
    return [total_eaten, carrots_left]",
HumanEval/160,1,1,True,"def do_algebra(operator, operand):
    expression_str = str(operand[0])
    for i in range(len(operator)):
        expression_str += operator[i]
        expression_str += str(operand[i+1])
    
    return eval(expression_str)",
HumanEval/161,1,1,True,"def solve(s):
    has_letters = False
    for char in s:
        if char.isalpha():
            has_letters = True
            break

    if not has_letters:
        return s[::-1]
    else:
        result_chars = []
        for char in s:
            if char.isalpha():
                if char.islower():
                    result_chars.append(char.upper())
                else:
                    result_chars.append(char.lower())
            else:
                result_chars.append(char)
    ",
HumanEval/162,1,1,True,"def string_to_md5(text):
    import hashlib
    if not text:
        return None
    return hashlib.md5(text.encode('utf-8')).hexdigest()",
HumanEval/163,1,1,True,"def generate_integers(a, b):
    min_val = min(a, b)
    max_val = max(a, b)
    
    result = []
    
    # The problem asks for ""even digits"". These are typically single-digit numbers.
    # The even single digits are 2, 4, 6, 8 (since a and b are positive, 0 is excluded).
    for digit in [2, 4, 6, 8]:
        if min_val <= digit <= max_val:
            result.append(digit)
            
    return result",
