task_id,n_samples,n_passed,passed,code,error
422,1,1,True,"def find_Average_Of_Cube(n):
    """"""
    Calculates the average of the cubes of the first n natural numbers.

    Args:
        n: An integer representing the number of natural numbers.
           Assumes n is a positive integer (n >= 1).

    Returns:
        A float representing the average of the cubes.
    """"""
    # The sum of the first n cubes is given by the formula:
    # (n * (n + 1) / 2)^2
    sum_of_cubes = (n * (n + 1) / 2)**2

    # The average is the sum divided by n
    average = s",
424,1,1,True,"def extract_rear(input_tuple):
    """"""
    Extracts only the rear index element (last character) of each string in the given tuple.

    Args:
        input_tuple: A tuple of strings.

    Returns:
        A list containing the last character of each string in the input tuple.
    """"""
    rear_elements = []
    for s in input_tuple:
        if s:  # Ensure the string is not empty before trying to access the last character
            rear_elements.append(s[-1])
        else:
            # Decide",
425,1,1,True,"def count_element_in_list(main_list, element):
    count = 0
    for sublist in main_list:
        if element in sublist:
            count += 1
    return count",
426,1,1,True,"def filter_oddnumbers(numbers):
    """"""
    Filters a list of numbers, returning only the odd numbers.
    """"""
    return [num for num in numbers if num % 2 != 0]",
427,1,1,True,"def change_date_format(date_str):
    parts = date_str.split('-')
    year = parts[0]
    month = parts[1]
    day = parts[2]
    return f""{day}-{month}-{year}""",
428,1,0,False,"def shell_sort(arr):
    n = len(arr)
    
    # Start with a large gap, then reduce the gap
    gap = n // 2
    
    # Do a gapped insertion sort for this gap size.
    # The first gap elements arr[0..gap-1] are already in gapped order
    # keep adding","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpuc0_xua6.py"", line 11, in <module>
    assert shell_sort([12, 23, 4, 5, 3, 2, 12, 81, 56, 95]) == [2, 3, 4, 5, 12, 12, "
429,1,1,True,"def and_tuples(t1, t2):
    return tuple(a & b for a, b in zip(t1, t2))",
430,1,0,False,"def parabola_directrix(a, b, c):
    """"""
    Calculates the directrix of a parabola based on a specific formula.

    This function does not use the standard directrix formula for y = ax^2 + bx + c
    or x = ay^2 + by + c. Instead, it implements a specific formula
    derived from the","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp0nw8u8vn.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 11)
"
431,1,1,True,"def common_element(list1, list2):
    set1 = set(list1)
    set2 = set(list2)
    
    if set1.intersection(set2):
        return True
    else:
        return None",
432,1,1,True,"def median_trapezium(a, b, h):
    """"""
    Calculates the median length of a trapezium.

    The median of a trapezium is the line segment connecting the midpoints
    of the non-parallel sides. Its length is the average of the lengths
    of the parallel sides. The height 'h' is not used in this calculation.

    Args:
        a (float or int): The length of one parallel side.
        b (float or int): The length of the other parallel side.
        h (float or int): The height of the trapezium ",
433,1,1,True,"def check_greater(arr, num):
  """"""
  Checks whether the entered number is strictly greater than all elements of the given array.

  Args:
    arr: A list of numbers (the array).
    num: The number to compare against the array elements.

  Returns:
    True if 'num' is strictly greater than every element in 'arr', False otherwise.
    Returns True if 'arr' is empty.
  """"""
  return all(num > element for element in arr)",
434,1,1,True,"import re

def text_match_one(text):
    pattern = r'ab+'
    return bool(re.search(pattern, text))",
435,1,1,True,"def last_Digit(number):
    return number % 10",
436,1,1,True,"def neg_nos(numbers):
    """"""
    Returns a new list containing only the negative numbers from the input list.

    Args:
        numbers: A list of numbers (integers or floats).

    Returns:
        A new list containing only the negative numbers from the input list.
    """"""
    return [num for num in numbers if num < 0]",
437,1,1,True,"def remove_odd(s):
    return s[1::2]",
438,1,0,False,"from collections import Counter

def count_bidirectional(tuples_list):
    """"""
    Counts bidirectional tuple pairs in a list of tuples.

    A bidirectional tuple pair consists of two tuples (a, b) and (b, a).
    The function counts how many such pairs can be formed from the input list,
    considering the multiplicity of each tuple","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpdnmd0mlo.py"", line 4
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 13)
"
439,1,1,True,"def multiple_to_single(int_list):
    """"""
    Joins a list of multiple integers into a single integer.

    Args:
        int_list: A list of integers.

    Returns:
        A single integer formed by concatenating the string representations
        of the input integers.
    """"""
    # Convert each integer in the list to its string representation
    string_parts = [str(num) for num in int_list]

    # Join all the string parts into a single string
    joined_string = """".join(string_parts)

    ",
440,1,0,False,"def find_adverb_position(sentence: str) -> tuple[int, int, str]:
    """"""
    Finds the first adverb and its positions in a given sentence.

    The function assumes the adverb is the first word in the sentence,
    immediately followed by ""!!"", based on the provided test cases.

    Args:
        sentence: The input","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpxxozn4e5.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 13)
"
441,1,1,True,"def surfacearea_cube(side):
  """"""
  Calculates the surface area of a cube given its side length.

  Args:
    side: The length of one side of the cube.

  Returns:
    The surface area of the cube.
  """"""
  return 6 * side * side",
442,1,1,True,"def positive_count(arr):
    """"""
    Calculates the ratio of positive numbers in an array of integers,
    rounded to two decimal places.

    Args:
        arr: A list of integers.

    Returns:
        A float representing the ratio of positive numbers, rounded to two decimal places.
        Returns 0.0 if the input array is empty.
    """"""
    if not arr:
        return 0.0

    count_positive = 0
    for num in arr:
        if num > 0:
            count_positive += 1

    ratio = count_positi",
443,1,1,True,"def largest_neg(numbers):
    negative_numbers = [num for num in numbers if num < 0]
    return min(negative_numbers)",
444,1,0,False,"def trim_tuple(tuple_list, k):
    trimmed_list = []
    for t in tuple_list:
        # Slice the tuple from index k up to (but not including) the last k elements.
        # Python's slicing handles cases where k is too large, resulting in an empty tuple.
        # For example, if t has length 5","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpu1r3pdnw.py"", line 8
    assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1),(9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'
Indentati"
445,1,1,True,"def index_multiplication(tuple1, tuple2):
    """"""
    Performs index-wise multiplication of tuple elements in two given tuples.

    Args:
        tuple1 (tuple): The first tuple containing sub-tuples of numbers.
        tuple2 (tuple): The second tuple containing sub-tuples of numbers.

    Returns:
        tuple: A new tuple where each sub-tuple contains the products of
               corresponding elements from the input sub-tuples.
    """"""
    return tuple(
        tuple(elem1 * elem2 for el",
446,1,1,True,"def count_Occurrence(tup, lst):
    total_count = 0
    for item in lst:
        total_count += tup.count(item)
    return total_count",
447,1,1,True,"def cube_nums(numbers_list):
    return [num ** 3 for num in numbers_list]",
448,1,0,False,"def cal_sum(n):
    if n < 0:
        return 0

    # Initialize Perrin numbers P(0), P(1), P(2)
    # p_n_minus_3, p_n_minus_2, p_n_minus_1
    p0 = 3
    p1 = 0","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpethsczs9.py"", line 10, in <module>
    assert cal_sum(9) == 49
           ^^^^^^^^^^^^^^^^
AssertionError
"
450,1,1,True,"def extract_string(string_list, size):
    """"""
    Extracts strings of a specified size from a given list of string values.

    Args:
        string_list (list): A list of string values.
        size (int): The desired length of the strings to extract.

    Returns:
        list: A new list containing only the strings from string_list
              whose length is equal to 'size'.
    """"""
    result = []
    for s in string_list:
        if len(s) == size:
            result.append(s)
    retur",
451,1,1,True,"def remove_whitespaces(s: str) -> str:
    return """".join(char for char in s if not char.isspace())",
452,1,1,True,"def loss_amount(sale_price, cost_price):
    if sale_price < cost_price:
        return cost_price - sale_price
    else:
        return 0",
453,1,1,True,"def sumofFactors(n):
    total_even_sum = 0
    for i in range(1, n + 1):
        if n % i == 0:
            if i % 2 == 0:
                total_even_sum += i
    return total_even_sum",
454,1,1,True,"def text_match_wordz(text):
    """"""
    Checks if a word containing 'z' is present in the given text.
    The check is case-insensitive.
    """"""
    return 'z' in text.lower()",
455,1,1,True,"def check_monthnumb_number(month_number):
    """"""
    Checks whether the given month number contains 31 days or not.

    Args:
        month_number (int): The number of the month (1-12).

    Returns:
        bool: True if the month has 31 days, False otherwise.
    """"""
    months_with_31_days = {1, 3, 5, 7, 8, 10, 12}
    return month_number in months_with_31_days",
456,1,1,True,"def reverse_string_list(string_list):
    """"""
    Reverses each string in a given list of string values.

    Args:
        string_list: A list of strings.

    Returns:
        A new list containing each string from the input list, reversed.
    """"""
    reversed_strings = []
    for s in string_list:
        reversed_strings.append(s[::-1])
    return reversed_strings",
457,1,1,True,"def Find_Min(list_of_sublists):
    return min(list_of_sublists, key=len)",
458,1,1,True,"def rectangle_area(length, width):
  """"""
  Calculates the area of a rectangle given its length and width.

  Args:
    length: The length of the rectangle.
    width: The width of the rectangle.

  Returns:
    The area of the rectangle.
  """"""
  return length * width",
459,1,1,True,"def remove_uppercase(s: str) -> str:
    """"""
    Removes all uppercase characters from the given string.

    Args:
        s: The input string.

    Returns:
        A new string with all uppercase characters removed.
    """"""
    return """".join(char for char in s if not char.isupper())",
460,1,1,True,"def Extract(list_of_lists):
    return [sublist[0] for sublist in list_of_lists]",
461,1,0,False,"def upper_ctr(input_string):
    """"""
    Counts the number of uppercase characters in a given string.

    Args:
        input_string: The string to analyze.

    Returns:
        The count of uppercase characters in the string.
    """"""
    count = 0
    for char in input_string:
        if char.isupper():
            count += 1
    return count","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpdl6cz39a.py"", line 17, in <module>
    assert upper_ctr('PYthon') == 1
           ^^^^^^^^^^^^^^^^^^^^^^^^
AssertionErr"
462,1,0,False,"def combinations_list(my_list):
    """"""
    Finds all possible combinations of the elements of a given list.

    The order of elements within each combination and the order of combinations
    in the output list are specific to match the provided test cases.
    New elements are prepended to existing combinations.
    """"""
    result = [[]]  # Start with",", ['blue', 'green'], ['blue', 'green', 'orange'], ['blue', 'green', 'red'], ['blue', 'green', 'red', 'orange']]
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^"
463,1,0,False,"def max_subarray_product(nums: list[int]) -> int:
    if not nums:
        return 0  # Or raise an error, depending on desired behavior for empty input

    # Initialize max_so_far with the first element
    # This handles cases with single element arrays or arrays where the max product is a single element","Traceback (most recent call last):
  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp0h09fx1i.py"", line 8, in <module>
    assert max_subarray_product([1, -2, -3, 0, 7, -8, -2]) == 112
           ^^^^^^^^"
464,1,1,True,"def check_value(dictionary, value):
    return all(v == value for v in dictionary.values())",
465,1,1,True,"def drop_empty(input_dict):
    return {key: value for key, value in input_dict.items() if value is not None}",
468,1,0,False,"def max_product(nums):
    """"""
    Finds the maximum product formed by multiplying numbers of an increasing subsequence of that array.

    Args:
        nums: A list of integers.

    Returns:
        The maximum product of an increasing subsequence. Returns 0 if the input list is empty.
        If all numbers are negative or zero, and no increasing subsequence can","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmpi5c5y71l.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 14)
"
470,1,1,True,"def add_pairwise(numbers_tuple):
    return tuple(numbers_tuple[i] + numbers_tuple[i+1] for i in range(len(numbers_tuple) - 1))",
471,1,1,True,"def find_remainder(arr, n):
    """"""
    Finds the product of the array elements modulo n.

    Args:
        arr: A list of integers.
        n: The modulo integer.

    Returns:
        The product of all elements in arr, modulo n.
    """"""
    product = 1
    for num in arr:
        product = (product * num) % n
    return product",
472,1,1,True,"def check_Consecutive(lst):
    if not lst:
        return False

    # Convert the list to a set to easily check for uniqueness
    # and to get distinct elements for min/max calculation if needed
    unique_elements = set(lst)

    # If the number of unique elements is not equal to the total number of elements,
    # it means there are duplicates, so they cannot be consecutive in a simple sequence.
    if len(unique_elements) != len(lst):
        return False

    # Find the minimum and maximu",
473,1,0,False,"def tuple_intersection(list1, list2):
    """"""
    Finds the tuple intersection of elements in the given tuple lists irrespective of their order.

    Args:
        list1 (list): A list of tuples.
        list2 (list): A list of tuples.

    Returns:
        set: A set of tuples representing the intersection. Each tuple","  File ""C:\Users\Imgigi\AppData\Local\Temp\tmp58dqdb0f.py"", line 2
    """"""
    ^
SyntaxError: unterminated triple-quoted string literal (detected at line 14)
"
474,1,1,True,"def replace_char(input_string, old_char, new_char):
    return input_string.replace(old_char, new_char)",
475,1,1,True,"def sort_counter(input_dict):
    return sorted(input_dict.items(), key=lambda item: item[1], reverse=True)",
476,1,1,True,"def big_sum(arr):
    """"""
    Finds the sum of the largest and smallest value in a given array.

    Args:
        arr: A list of numbers.

    Returns:
        The sum of the largest and smallest values in the array.
    """"""
    if not arr:
        raise ValueError(""Input array cannot be empty."")
        
    largest = max(arr)
    smallest = min(arr)
    return largest + smallest",
477,1,1,True,"def is_lower(input_string):
    return input_string.lower()",
478,1,1,True,"def remove_lowercase(s):
    return """".join(char for char in s if not char.islower())",
479,1,1,True,"def first_Digit(n):
    while n >= 10:
        n //= 10
    return n",
